product_id|cod_agencia_id|cod_ruta_id|date|units|forecast_creation_date
45272|14461|1215|2019-01-23|1|2019-01-22
29557|14461|1218|2019-01-23|26|2019-01-22
33288|14465|1201|2019-01-23|1|2019-01-22
33288|14461|1241|2019-01-23|3|2019-01-22
29553|14463|518|2019-01-23|6|2019-01-22
29527|14472|1254|2019-01-23|1|2019-01-22
42619|14462|1229|2019-01-23|5|2019-01-22
42517|14462|1284|2019-01-23|4|2019-01-22
42517|14461|1230|2019-01-23|13|2019-01-22
29470|14461|1565|2019-01-23|10|2019-01-22
29551|14478|1501|2019-01-23|816|2019-01-22
32497|14464|4902|2019-01-23|82|2019-01-22
536|14472|1201|2019-01-23|57|2019-01-22
32497|14464|1211|2019-01-23|25|2019-01-22
29553|14466|1212|2019-01-23|2|2019-01-22
29473|14461|1505|2019-01-23|100|2019-01-22
500328|14463|531|2019-01-23|6|2019-01-22
500328|14462|1281|2019-01-23|8|2019-01-22
29558|14477|507|2019-01-23|3|2019-01-22
41684|14466|1242|2019-01-23|14|2019-01-22
29470|14461|1588|2019-01-23|60|2019-01-22
29499|14461|1222|2019-01-23|5|2019-01-22
29499|14464|1203|2019-01-23|1|2019-01-22
2546|14465|1506|2019-01-23|12|2019-01-22
29552|14461|1225|2019-01-23|2|2019-01-22
29554|14477|104|2019-01-23|5|2019-01-22
29554|14462|1266|2019-01-23|19|2019-01-22
29479|14465|1514|2019-01-23|10|2019-01-22
29530|14461|1237|2019-01-23|5|2019-01-22
32497|14461|4913|2019-01-23|53|2019-01-22
29471|14477|507|2019-01-23|21|2019-01-22
29526|14471|1210|2019-01-23|3|2019-01-22
29554|14464|1229|2019-01-23|4|2019-01-22
29551|14461|1228|2019-01-23|8|2019-01-22
29544|14472|1204|2019-01-23|5|2019-01-22
29558|14462|1282|2019-01-23|4|2019-01-22
29554|14462|1235|2019-01-23|40|2019-01-22
29526|14462|1254|2019-01-23|5|2019-01-22
29473|14466|1501|2019-01-23|130|2019-01-22
29537|14472|1252|2019-01-23|1|2019-01-22
48948|14463|1243|2019-01-23|11|2019-01-22
29481|14461|1505|2019-01-23|36|2019-01-22
29542|14472|1201|2019-01-23|2|2019-01-22
29469|14472|1211|2019-01-23|2|2019-01-22
536|14464|1202|2019-01-23|61|2019-01-22
42517|14463|127|2019-01-23|7|2019-01-22
29552|14465|1207|2019-01-23|1|2019-01-22
42609|14466|1241|2019-01-23|12|2019-01-22
29490|14461|1525|2019-01-23|12|2019-01-22
41685|14465|1507|2019-01-23|10|2019-01-22
29551|14461|1230|2019-01-23|5|2019-01-22
29537|14461|1210|2019-01-23|1|2019-01-22
41685|14462|1228|2019-01-23|1|2019-01-22
29497|14463|118|2019-01-23|1|2019-01-22
29559|14462|1252|2019-01-23|1|2019-01-22
29483|14465|1507|2019-01-23|12|2019-01-22
44945|14477|1209|2019-01-23|7|2019-01-22
29473|14468|1211|2019-01-23|7|2019-01-22
500329|14472|1202|2019-01-23|12|2019-01-22
33288|14471|1215|2019-01-23|1|2019-01-22
29490|14478|1501|2019-01-23|372|2019-01-22
40949|14461|4909|2019-01-23|9|2019-01-22
29553|14462|1240|2019-01-23|15|2019-01-22
29473|14461|4904|2019-01-23|30|2019-01-22
44945|14464|4902|2019-01-23|40|2019-01-22
42619|14462|1248|2019-01-23|5|2019-01-22
29484|14461|1589|2019-01-23|10|2019-01-22
40949|14461|3362|2019-01-23|36|2019-01-22
29490|14468|1221|2019-01-23|1|2019-01-22
500328|14462|1242|2019-01-23|11|2019-01-22
45272|14462|1266|2019-01-23|3|2019-01-22
29553|14463|117|2019-01-23|13|2019-01-22
29491|14466|1222|2019-01-23|1|2019-01-22
29483|14462|4905|2019-01-23|20|2019-01-22
29544|14463|532|2019-01-23|5|2019-01-22
41628|14461|1513|2019-01-23|12|2019-01-22
29552|14461|1576|2019-01-23|34|2019-01-22
41688|14463|529|2019-01-23|1|2019-01-22
29483|14464|1221|2019-01-23|3|2019-01-22
29470|14478|1501|2019-01-23|890|2019-01-22
29556|14462|1242|2019-01-23|17|2019-01-22
40949|14463|1243|2019-01-23|2|2019-01-22
29533|14461|1241|2019-01-23|4|2019-01-22
42619|14461|4913|2019-01-23|20|2019-01-22
29556|14461|1211|2019-01-23|3|2019-01-22
41684|14462|1503|2019-01-23|8|2019-01-22
29471|14461|1225|2019-01-23|11|2019-01-22
42517|14472|1203|2019-01-23|11|2019-01-22
41687|14461|4913|2019-01-23|7|2019-01-22
29542|14468|1212|2019-01-23|6|2019-01-22
29526|14463|132|2019-01-23|3|2019-01-22
29551|14471|1209|2019-01-23|5|2019-01-22
29527|14463|109|2019-01-23|3|2019-01-22
42496|14473|1203|2019-01-23|6|2019-01-22
29551|14462|1228|2019-01-23|2|2019-01-22
29530|14465|1208|2019-01-23|6|2019-01-22
42223|14466|1208|2019-01-23|2|2019-01-22
29526|14462|1235|2019-01-23|15|2019-01-22
29553|14477|104|2019-01-23|6|2019-01-22
29481|14462|1201|2019-01-23|1|2019-01-22
29526|14461|1588|2019-01-23|12|2019-01-22
29537|14472|1259|2019-01-23|3|2019-01-22
29483|14472|1215|2019-01-23|1|2019-01-22
536|14464|1231|2019-01-23|23|2019-01-22
29546|14472|1212|2019-01-23|3|2019-01-22
42525|14461|1507|2019-01-23|15|2019-01-22
42223|14471|1501|2019-01-23|10|2019-01-22
32497|14464|1203|2019-01-23|16|2019-01-22
39723|14462|1518|2019-01-23|81|2019-01-22
29554|14468|1212|2019-01-23|15|2019-01-22
29490|14462|1240|2019-01-23|1|2019-01-22
42517|14464|1201|2019-01-23|6|2019-01-22
29558|14464|1206|2019-01-23|4|2019-01-22
29533|14463|131|2019-01-23|6|2019-01-22
29537|14461|1239|2019-01-23|3|2019-01-22
29502|14464|1206|2019-01-23|10|2019-01-22
29542|14472|1255|2019-01-23|4|2019-01-22
29490|14462|1267|2019-01-23|1|2019-01-22
29481|14461|1248|2019-01-23|1|2019-01-22
29479|14465|1211|2019-01-23|3|2019-01-22
29536|14462|1268|2019-01-23|6|2019-01-22
29558|14461|1232|2019-01-23|6|2019-01-22
29553|14472|1213|2019-01-23|4|2019-01-22
29556|14462|1245|2019-01-23|7|2019-01-22
32497|14464|1209|2019-01-23|17|2019-01-22
29553|14461|1261|2019-01-23|11|2019-01-22
500328|14466|1250|2019-01-23|7|2019-01-22
42513|14466|1208|2019-01-23|3|2019-01-22
44945|14464|1223|2019-01-23|9|2019-01-22
29557|14463|109|2019-01-23|3|2019-01-22
29557|14465|1204|2019-01-23|10|2019-01-22
29542|14472|1204|2019-01-23|4|2019-01-22
29544|14473|1207|2019-01-23|9|2019-01-22
29481|14463|1509|2019-01-23|12|2019-01-22
33288|14461|1235|2019-01-23|1|2019-01-22
29557|14472|1253|2019-01-23|12|2019-01-22
29469|14465|1503|2019-01-23|10|2019-01-22
29527|14462|1250|2019-01-23|1|2019-01-22
29502|14478|1501|2019-01-23|270|2019-01-22
29554|14466|1206|2019-01-23|28|2019-01-22
29544|14461|1266|2019-01-23|2|2019-01-22
29534|14472|1210|2019-01-23|11|2019-01-22
536|14472|1260|2019-01-23|83|2019-01-22
29557|14468|1206|2019-01-23|11|2019-01-22
29554|14477|1206|2019-01-23|2|2019-01-22
29481|14466|1251|2019-01-23|9|2019-01-22
29554|14461|1204|2019-01-23|2|2019-01-22
41685|14461|1511|2019-01-23|10|2019-01-22
29536|14471|1210|2019-01-23|18|2019-01-22
33288|14468|1205|2019-01-23|9|2019-01-22
33288|14477|503|2019-01-23|3|2019-01-22
29483|14465|1208|2019-01-23|4|2019-01-22
42619|14472|1211|2019-01-23|10|2019-01-22
29553|14466|1222|2019-01-23|7|2019-01-22
29481|14461|1211|2019-01-23|4|2019-01-22
29471|14461|1218|2019-01-23|17|2019-01-22
29536|14462|1506|2019-01-23|40|2019-01-22
500329|14461|1238|2019-01-23|10|2019-01-22
29530|14464|1229|2019-01-23|6|2019-01-22
29489|14463|1515|2019-01-23|4|2019-01-22
29494|14461|1522|2019-01-23|9|2019-01-22
29490|14461|4901|2019-01-23|14|2019-01-22
29533|14462|1257|2019-01-23|6|2019-01-22
29483|14462|1258|2019-01-23|3|2019-01-22
33288|14461|1204|2019-01-23|1|2019-01-22
29558|14466|1204|2019-01-23|46|2019-01-22
29499|14472|1256|2019-01-23|22|2019-01-22
29471|14477|1209|2019-01-23|8|2019-01-22
40949|14466|1215|2019-01-23|5|2019-01-22
29551|14463|125|2019-01-23|10|2019-01-22
42626|14473|1204|2019-01-23|3|2019-01-22
29537|14463|129|2019-01-23|1|2019-01-22
29552|14461|1220|2019-01-23|3|2019-01-22
39724|14461|1220|2019-01-23|3|2019-01-22
42513|14461|3345|2019-01-23|17|2019-01-22
42626|14461|1220|2019-01-23|9|2019-01-22
29481|14461|1511|2019-01-23|24|2019-01-22
29470|14464|1210|2019-01-23|25|2019-01-22
41628|14468|1218|2019-01-23|3|2019-01-22
42609|14461|1269|2019-01-23|4|2019-01-22
29471|14477|501|2019-01-23|8|2019-01-22
29499|14472|1212|2019-01-23|1|2019-01-22
29473|14466|1248|2019-01-23|200|2019-01-22
536|14461|1261|2019-01-23|29|2019-01-22
29557|14463|117|2019-01-23|1|2019-01-22
29499|14477|105|2019-01-23|1|2019-01-22
29544|14468|1211|2019-01-23|3|2019-01-22
29497|14477|106|2019-01-23|1|2019-01-22
29502|14461|1263|2019-01-23|15|2019-01-22
29499|14463|519|2019-01-23|11|2019-01-22
33288|14462|1257|2019-01-23|1|2019-01-22
42517|14464|1219|2019-01-23|17|2019-01-22
42513|14461|1513|2019-01-23|24|2019-01-22
536|14466|1241|2019-01-23|99|2019-01-22
29537|14462|1251|2019-01-23|1|2019-01-22
29502|14468|1201|2019-01-23|9|2019-01-22
29495|14461|1264|2019-01-23|11|2019-01-22
29494|14461|1234|2019-01-23|3|2019-01-22
32497|14461|1244|2019-01-23|25|2019-01-22
29527|14461|1237|2019-01-23|1|2019-01-22
41685|14461|4908|2019-01-23|10|2019-01-22
29491|14461|1518|2019-01-23|6|2019-01-22
42626|14463|4903|2019-01-23|35|2019-01-22
29502|14461|1261|2019-01-23|6|2019-01-22
29502|14473|1202|2019-01-23|10|2019-01-22
29497|14466|1223|2019-01-23|6|2019-01-22
29537|14461|1212|2019-01-23|1|2019-01-22
29481|14471|1501|2019-01-23|12|2019-01-22
29527|14468|1204|2019-01-23|1|2019-01-22
29487|14461|1523|2019-01-23|10|2019-01-22
29536|14462|1260|2019-01-23|3|2019-01-22
29530|14477|505|2019-01-23|6|2019-01-22
29556|14472|1206|2019-01-23|8|2019-01-22
29551|14461|1248|2019-01-23|9|2019-01-22
44945|14461|1559|2019-01-23|30|2019-01-22
29533|14461|1205|2019-01-23|9|2019-01-22
29526|14461|1269|2019-01-23|4|2019-01-22
40265|14461|1225|2019-01-23|1|2019-01-22
33288|14462|1240|2019-01-23|1|2019-01-22
29470|14462|4903|2019-01-23|9|2019-01-22
29494|14461|1264|2019-01-23|9|2019-01-22
29554|14464|1202|2019-01-23|25|2019-01-22
29491|14463|119|2019-01-23|1|2019-01-22
41685|14462|1518|2019-01-23|10|2019-01-22
33288|14462|1268|2019-01-23|3|2019-01-22
29558|14461|1251|2019-01-23|10|2019-01-22
41685|14471|1505|2019-01-23|10|2019-01-22
29502|14472|1203|2019-01-23|6|2019-01-22
29552|14461|1525|2019-01-23|34|2019-01-22
29526|14464|1217|2019-01-23|1|2019-01-22
42609|14472|1206|2019-01-23|1|2019-01-22
29502|14466|1211|2019-01-23|14|2019-01-22
48948|14472|1209|2019-01-23|13|2019-01-22
42223|14463|521|2019-01-23|1|2019-01-22
41685|14462|4905|2019-01-23|5|2019-01-22
29530|14461|1501|2019-01-23|60|2019-01-22
29470|14461|1214|2019-01-23|1|2019-01-22
40949|14463|128|2019-01-23|4|2019-01-22
29533|14462|1289|2019-01-23|1|2019-01-22
42223|14472|1253|2019-01-23|11|2019-01-22
39723|14478|1501|2019-01-23|513|2019-01-22
42609|14472|1215|2019-01-23|7|2019-01-22
41684|14465|1208|2019-01-23|4|2019-01-22
29489|14466|1219|2019-01-23|2|2019-01-22
33288|14461|1227|2019-01-23|1|2019-01-22
29530|14468|1216|2019-01-23|3|2019-01-22
29534|14461|1512|2019-01-23|40|2019-01-22
29530|14461|4901|2019-01-23|6|2019-01-22
42619|14471|1204|2019-01-23|1|2019-01-22
29479|14466|1206|2019-01-23|5|2019-01-22
29557|14462|1245|2019-01-23|7|2019-01-22
29542|14468|1209|2019-01-23|1|2019-01-22
42517|14464|1208|2019-01-23|2|2019-01-22
29533|14461|4908|2019-01-23|23|2019-01-22
29537|14477|510|2019-01-23|1|2019-01-22
41687|14461|1586|2019-01-23|6|2019-01-22
29557|14464|1221|2019-01-23|7|2019-01-22
29544|14461|1211|2019-01-23|3|2019-01-22
29558|14466|1202|2019-01-23|2|2019-01-22
29526|14472|1206|2019-01-23|1|2019-01-22
29502|14461|1238|2019-01-23|15|2019-01-22
29530|14461|1210|2019-01-23|7|2019-01-22
33288|14465|1204|2019-01-23|1|2019-01-22
32497|14471|1211|2019-01-23|9|2019-01-22
29473|14461|1584|2019-01-23|50|2019-01-22
500329|14464|1226|2019-01-23|25|2019-01-22
32497|14468|1505|2019-01-23|48|2019-01-22
29534|14472|1533|2019-01-23|40|2019-01-22
40949|14461|1578|2019-01-23|36|2019-01-22
45272|14461|1523|2019-01-23|18|2019-01-22
29537|14463|117|2019-01-23|1|2019-01-22
32497|14477|503|2019-01-23|10|2019-01-22
32497|14463|103|2019-01-23|6|2019-01-22
29489|14462|1285|2019-01-23|6|2019-01-22
42626|14472|1214|2019-01-23|10|2019-01-22
29544|14461|1215|2019-01-23|3|2019-01-22
29533|14462|1236|2019-01-23|40|2019-01-22
42525|14461|1204|2019-01-23|2|2019-01-22
29537|14461|1202|2019-01-23|1|2019-01-22
29534|14472|1251|2019-01-23|1|2019-01-22
29499|14464|1211|2019-01-23|9|2019-01-22
29495|14461|4902|2019-01-23|11|2019-01-22
29483|14465|1202|2019-01-23|5|2019-01-22
536|14462|1235|2019-01-23|206|2019-01-22
29487|14468|1201|2019-01-23|1|2019-01-22
500328|14473|1209|2019-01-23|18|2019-01-22
48920|14468|1220|2019-01-23|3|2019-01-22
29530|14465|1206|2019-01-23|10|2019-01-22
29551|14464|1217|2019-01-23|6|2019-01-22
29530|14461|1209|2019-01-23|4|2019-01-22
42619|14463|126|2019-01-23|1|2019-01-22
29536|14472|1203|2019-01-23|2|2019-01-22
29537|14468|1205|2019-01-23|1|2019-01-22
42609|14464|1229|2019-01-23|3|2019-01-22
29537|14462|1266|2019-01-23|1|2019-01-22
45272|14463|131|2019-01-23|1|2019-01-22
29551|14461|1249|2019-01-23|5|2019-01-22
500328|14473|1208|2019-01-23|17|2019-01-22
29502|14462|1288|2019-01-23|1|2019-01-22
33288|14463|132|2019-01-23|1|2019-01-22
29489|14463|117|2019-01-23|11|2019-01-22
29483|14466|1251|2019-01-23|7|2019-01-22
29502|14461|1208|2019-01-23|15|2019-01-22
29491|14461|4903|2019-01-23|6|2019-01-22
42626|14472|1255|2019-01-23|8|2019-01-22
42619|14468|1223|2019-01-23|7|2019-01-22
42517|14465|1211|2019-01-23|20|2019-01-22
29497|14466|1221|2019-01-23|5|2019-01-22
29543|14461|3353|2019-01-23|21|2019-01-22
29526|14463|531|2019-01-23|1|2019-01-22
29527|14466|1215|2019-01-23|5|2019-01-22
29538|14462|1229|2019-01-23|3|2019-01-22
29533|14461|1201|2019-01-23|3|2019-01-22
29526|14461|1507|2019-01-23|12|2019-01-22
29558|14464|1208|2019-01-23|19|2019-01-22
29558|14478|1503|2019-01-23|120|2019-01-22
29473|14461|4903|2019-01-23|130|2019-01-22
29502|14471|1214|2019-01-23|37|2019-01-22
29542|14463|530|2019-01-23|2|2019-01-22
29502|14461|1201|2019-01-23|20|2019-01-22
42517|14472|1215|2019-01-23|1|2019-01-22
29558|14466|1224|2019-01-23|13|2019-01-22
29490|14471|1501|2019-01-23|12|2019-01-22
42609|14461|1208|2019-01-23|8|2019-01-22
42513|14461|4910|2019-01-23|6|2019-01-22
29557|14466|1226|2019-01-23|6|2019-01-22
33288|14464|1222|2019-01-23|1|2019-01-22
29502|14461|1586|2019-01-23|6|2019-01-22
41685|14461|1264|2019-01-23|1|2019-01-22
29548|14464|4901|2019-01-23|15|2019-01-22
29546|14472|1205|2019-01-23|12|2019-01-22
29473|14464|1502|2019-01-23|40|2019-01-22
32497|14461|1211|2019-01-23|11|2019-01-22
29527|14461|1262|2019-01-23|3|2019-01-22
42626|14463|1239|2019-01-23|4|2019-01-22
29470|14461|1583|2019-01-23|20|2019-01-22
500329|14463|1239|2019-01-23|6|2019-01-22
29556|14468|1205|2019-01-23|24|2019-01-22
29544|14463|129|2019-01-23|2|2019-01-22
29469|14472|1210|2019-01-23|4|2019-01-22
41688|14468|1505|2019-01-23|15|2019-01-22
41688|14461|1222|2019-01-23|1|2019-01-22
40265|14462|1281|2019-01-23|1|2019-01-22
29536|14466|1247|2019-01-23|3|2019-01-22
29557|14462|1204|2019-01-23|6|2019-01-22
29558|14462|1283|2019-01-23|15|2019-01-22
29542|14462|1236|2019-01-23|28|2019-01-22
29502|14477|2002|2019-01-23|5|2019-01-22
29494|14477|1209|2019-01-23|3|2019-01-22
29551|14462|1254|2019-01-23|3|2019-01-22
29497|14464|1210|2019-01-23|16|2019-01-22
500329|14468|1223|2019-01-23|9|2019-01-22
29549|14463|103|2019-01-23|1|2019-01-22
29502|14463|109|2019-01-23|1|2019-01-22
29537|14461|1214|2019-01-23|1|2019-01-22
536|14468|1210|2019-01-23|240|2019-01-22
29554|14464|1204|2019-01-23|9|2019-01-22
29526|14463|1505|2019-01-23|12|2019-01-22
29502|14461|1233|2019-01-23|11|2019-01-22
29470|14464|1502|2019-01-23|20|2019-01-22
31297|14478|1501|2019-01-23|190|2019-01-22
29553|14463|120|2019-01-23|5|2019-01-22
29489|14463|127|2019-01-23|8|2019-01-22
41628|14462|4903|2019-01-23|9|2019-01-22
33288|14463|521|2019-01-23|1|2019-01-22
29469|14462|1284|2019-01-23|3|2019-01-22
29551|14466|1222|2019-01-23|24|2019-01-22
29497|14461|1264|2019-01-23|12|2019-01-22
29479|14462|4904|2019-01-23|14|2019-01-22
42626|14464|1209|2019-01-23|3|2019-01-22
41688|14468|1204|2019-01-23|6|2019-01-22
29557|14471|1215|2019-01-23|15|2019-01-22
44945|14465|1507|2019-01-23|10|2019-01-22
29502|14463|1514|2019-01-23|15|2019-01-22
29553|14461|1207|2019-01-23|3|2019-01-22
29479|14462|1202|2019-01-23|3|2019-01-22
500328|14472|1202|2019-01-23|13|2019-01-22
42609|14462|1264|2019-01-23|6|2019-01-22
500328|14463|530|2019-01-23|6|2019-01-22
29489|14473|1209|2019-01-23|5|2019-01-22
29497|14461|1219|2019-01-23|4|2019-01-22
29502|14462|1258|2019-01-23|1|2019-01-22
29558|14468|1221|2019-01-23|3|2019-01-22
29549|14462|1206|2019-01-23|2|2019-01-22
29558|14477|504|2019-01-23|9|2019-01-22
29553|14463|521|2019-01-23|10|2019-01-22
29543|14462|1522|2019-01-23|21|2019-01-22
29534|14472|1205|2019-01-23|3|2019-01-22
42513|14473|1501|2019-01-23|8|2019-01-22
29527|14461|1270|2019-01-23|1|2019-01-22
49276|14462|1241|2019-01-23|11|2019-01-22
29554|14463|121|2019-01-23|24|2019-01-22
500328|14464|1225|2019-01-23|6|2019-01-22
500329|14472|1203|2019-01-23|7|2019-01-22
29558|14461|1249|2019-01-23|21|2019-01-22
500329|14466|1205|2019-01-23|6|2019-01-22
42609|14464|6101|2019-01-23|6|2019-01-22
29553|14473|1201|2019-01-23|4|2019-01-22
49276|14468|1215|2019-01-23|3|2019-01-22
29558|14461|1211|2019-01-23|5|2019-01-22
29557|14462|1206|2019-01-23|9|2019-01-22
29530|14464|1221|2019-01-23|3|2019-01-22
29469|14465|1217|2019-01-23|3|2019-01-22
42517|14464|1204|2019-01-23|12|2019-01-22
29479|14461|4913|2019-01-23|10|2019-01-22
29527|14464|1208|2019-01-23|5|2019-01-22
42223|14466|1250|2019-01-23|2|2019-01-22
536|14461|1203|2019-01-23|35|2019-01-22
29469|14461|4913|2019-01-23|3|2019-01-22
500328|14462|1245|2019-01-23|18|2019-01-22
29526|14464|1208|2019-01-23|5|2019-01-22
29533|14472|1209|2019-01-23|13|2019-01-22
41688|14464|1219|2019-01-23|4|2019-01-22
29537|14463|120|2019-01-23|3|2019-01-22
41687|14461|1521|2019-01-23|12|2019-01-22
42626|14464|1221|2019-01-23|1|2019-01-22
42517|14468|1216|2019-01-23|6|2019-01-22
29554|14472|1213|2019-01-23|3|2019-01-22
29546|14461|1253|2019-01-23|15|2019-01-22
29541|14462|1258|2019-01-23|2|2019-01-22
29471|14471|1203|2019-01-23|3|2019-01-22
49276|14462|1289|2019-01-23|3|2019-01-22
500328|14461|1239|2019-01-23|8|2019-01-22
41628|14461|1569|2019-01-23|12|2019-01-22
29483|14462|4903|2019-01-23|12|2019-01-22
41628|14471|1210|2019-01-23|3|2019-01-22
29533|14468|1222|2019-01-23|16|2019-01-22
500329|14461|1203|2019-01-23|6|2019-01-22
29481|14464|1226|2019-01-23|2|2019-01-22
29533|14471|1212|2019-01-23|13|2019-01-22
29542|14464|1219|2019-01-23|7|2019-01-22
29481|14461|1522|2019-01-23|12|2019-01-22
42609|14473|1201|2019-01-23|9|2019-01-22
29538|14472|1210|2019-01-23|7|2019-01-22
500329|14465|1216|2019-01-23|27|2019-01-22
29558|14461|1208|2019-01-23|2|2019-01-22
29551|14462|1284|2019-01-23|1|2019-01-22
29502|14464|1222|2019-01-23|16|2019-01-22
40949|14466|1211|2019-01-23|18|2019-01-22
29499|14472|1252|2019-01-23|5|2019-01-22
41687|14466|1201|2019-01-23|6|2019-01-22
44945|14461|1586|2019-01-23|10|2019-01-22
29497|14462|1281|2019-01-23|3|2019-01-22
29527|14461|1204|2019-01-23|2|2019-01-22
29536|14471|1202|2019-01-23|18|2019-01-22
41687|14461|1509|2019-01-23|3|2019-01-22
29553|14471|1205|2019-01-23|5|2019-01-22
29554|14464|1207|2019-01-23|19|2019-01-22
2546|14461|1517|2019-01-23|12|2019-01-22
29481|14465|1204|2019-01-23|3|2019-01-22
33288|14462|1203|2019-01-23|1|2019-01-22
29487|14465|1209|2019-01-23|3|2019-01-22
29489|14466|1201|2019-01-23|8|2019-01-22
49276|14472|1202|2019-01-23|3|2019-01-22
29557|14461|1230|2019-01-23|6|2019-01-22
536|14466|1251|2019-01-23|62|2019-01-22
42517|14462|1289|2019-01-23|3|2019-01-22
29502|14468|1209|2019-01-23|1|2019-01-22
33288|14472|1202|2019-01-23|3|2019-01-22
29473|14461|3353|2019-01-23|130|2019-01-22
33288|14468|1223|2019-01-23|1|2019-01-22
29530|14466|1219|2019-01-23|12|2019-01-22
29530|14461|1223|2019-01-23|4|2019-01-22
29489|14464|1215|2019-01-23|8|2019-01-22
29497|14463|525|2019-01-23|1|2019-01-22
41688|14462|1237|2019-01-23|4|2019-01-22
29502|14472|1256|2019-01-23|6|2019-01-22
33288|14463|519|2019-01-23|1|2019-01-22
29499|14465|1217|2019-01-23|16|2019-01-22
29499|14465|1209|2019-01-23|3|2019-01-22
536|14466|1243|2019-01-23|89|2019-01-22
41688|14461|4908|2019-01-23|3|2019-01-22
29554|14464|1203|2019-01-23|11|2019-01-22
500328|14464|1215|2019-01-23|6|2019-01-22
29554|14461|1246|2019-01-23|10|2019-01-22
29536|14462|1284|2019-01-23|5|2019-01-22
41685|14472|1211|2019-01-23|10|2019-01-22
29499|14463|526|2019-01-23|1|2019-01-22
29473|14462|1229|2019-01-23|13|2019-01-22
42609|14461|1265|2019-01-23|23|2019-01-22
500329|14471|1202|2019-01-23|6|2019-01-22
41685|14464|1219|2019-01-23|17|2019-01-22
29553|14461|1204|2019-01-23|10|2019-01-22
29537|14466|1245|2019-01-23|1|2019-01-22
41685|14464|1507|2019-01-23|30|2019-01-22
33288|14468|1204|2019-01-23|1|2019-01-22
42626|14463|529|2019-01-23|2|2019-01-22
29554|14462|1282|2019-01-23|3|2019-01-22
29538|14465|1202|2019-01-23|6|2019-01-22
41688|14464|1201|2019-01-23|1|2019-01-22
29473|14462|1516|2019-01-23|100|2019-01-22
29470|14464|4903|2019-01-23|8|2019-01-22
29470|14461|1245|2019-01-23|1|2019-01-22
29549|14462|1266|2019-01-23|6|2019-01-22
29542|14462|1253|2019-01-23|4|2019-01-22
29481|14461|1523|2019-01-23|24|2019-01-22
29469|14462|1263|2019-01-23|1|2019-01-22
29481|14473|1201|2019-01-23|8|2019-01-22
49276|14463|4904|2019-01-23|10|2019-01-22
42525|14461|1511|2019-01-23|15|2019-01-22
41685|14464|1206|2019-01-23|2|2019-01-22
